Timestamp,Date,Measure,TBILL,MPLcashUSDC,MPLcashUSDC-SPL,MPLcashUSDT,bIBTA,bIB01,TBONDS13,TBONDS01,STBT,USYC,RCOIN,OUSG,USDY,FOBXX,WTSYX,tfBill,FLTTX,WTSTX,WTLGX,WTTSX,TIPSX,WTGXX,USTB,BUIDL,TBV,XTBT,mTBILL,bZPR1
1714176000000,2024-04-27,Total Asset Value (Dollar),29038133.72,15005322.39,5507039.93,50.25,1052185.40,31162524.50,8129.18,8595.60,38304571.17,40721434.69,399684.47,131321534.86,194929860.35,376026349.83,1003408.52,8500000.00,,,,,,5443417.35,94272223.25,349430246.52,11434101.89,11973.71,4040923.80,
1714262400000,2024-04-28,Total Asset Value (Dollar),29038133.72,15000875.15,4477858.65,50.27,1052185.40,31162524.50,8129.18,8595.60,38304571.17,40721434.69,399684.47,131355327.60,194929860.35,376026349.83,1003408.52,8500000.00,,,,,,5443417.35,94272223.25,349430246.52,11434101.89,11973.71,4040923.80,
1714348800000,2024-04-29,Total Asset Value (Dollar),29133156.16,14992672.70,4477858.65,50.24,1052185.40,31160433.56,8129.18,8595.60,44304571.17,40608130.25,399684.47,131370374.67,197014465.82,368075007.04,1003408.52,8500000.00,,,,,,5443036.55,94518219.77,375057329.74,11434101.89,11973.71,4040923.80,
1714435200000,2024-04-30,Total Asset Value (Dollar),29133156.16,15000792.90,4477858.65,50.21,1058006.81,17163569.90,8129.18,8595.60,44810655.04,40608758.72,399684.47,131404511.71,204897446.62,368128700.92,1003408.52,8500000.00,,,,,,5447019.62,94518219.77,375057329.74,11433701.89,21906.38,4040923.80,
1714521600000,2024-05-01,Total Asset Value (Dollar),29133156.16,14994423.35,4477858.65,50.21,1054171.66,17118236.13,8174.51,8569.08,44810655.04,40609388.14,399684.47,130361219.83,204897928.36,368041591.80,1003407.38,8500000.00,,,,,,5470721.52,94518219.77,384768811.56,11433701.89,21906.38,4028456.34,
1714608000000,2024-05-02,Total Asset Value (Dollar),29133156.16,15000287.73,4477858.65,50.27,1054141.13,17173240.82,8144.29,8599.50,44810655.04,40610016.63,399684.47,130361192.37,220024269.56,368098899.42,1003404.08,8500000.00,,,,,,5470759.51,84518219.77,384768811.56,11433701.89,21906.38,4042757.25,
1714694400000,2024-05-03,Total Asset Value (Dollar),29133156.16,14993186.81,4477858.65,50.27,1061903.01,17148524.87,8144.29,8587.02,44810655.04,40708105.40,399684.47,130380074.20,220024269.56,367756690.54,1003404.08,8500000.00,,,,,,5450789.51,84518219.77,381768811.56,11283701.89,21906.38,4036890.21,
1714780800000,2024-05-04,Total Asset Value (Dollar),29133156.16,15844163.43,4477858.65,50.28,1061964.07,17128179.12,8204.73,8576.10,44810655.04,40708105.40,399684.47,130397727.27,220024269.56,367756690.54,1003404.08,8500000.00,,,,,,5450789.51,84518219.77,381768811.56,11283701.89,21906.38,4031756.55,
1714867200000,2024-05-05,Total Asset Value (Dollar),29607630.63,16850927.06,4477858.65,50.25,1061964.07,17128179.12,8204.73,8576.10,44810655.04,40708105.40,399684.47,130430697.78,220024269.56,367756690.54,1003404.08,8500000.00,,,,,,5450789.51,84518219.77,381768811.56,11283701.89,21906.38,4031756.55,
1714953600000,2024-05-06,Total Asset Value (Dollar),29607630.63,16874646.13,4477858.65,50.26,1056142.66,17132674.65,8204.73,8576.10,44810655.04,40709988.80,400684.47,130420095.87,220048476.84,367284704.43,1003429.33,8500000.00,,,,,,5449918.32,84518219.77,381768811.56,11283701.89,21906.38,4031756.55,
1715040000000,2024-05-07,Total Asset Value (Dollar),30366602.13,16872922.77,4477858.65,50.28,1056142.66,17128597.31,8204.73,8576.10,44810655.04,40710615.83,400684.47,131134868.53,220122456.83,367334881.96,1003505.07,8598177.69,,,,,,5429932.32,84518219.77,382766347.21,11283701.89,31820.30,4031756.55,263860.88
1715126400000,2024-05-08,Total Asset Value (Dollar),30366602.13,17890650.22,4477858.65,50.27,1061918.28,17134619.48,8159.40,8579.22,44705666.51,40711243.82,400684.47,131141216.73,220122456.83,367885178.84,1003504.56,8598177.69,,,,,,5431519.32,84518219.77,382766347.21,11283701.89,315929.31,4033223.31,263021.55
1715212800000,2024-05-09,Total Asset Value (Dollar),30366602.13,17900836.38,4477858.65,50.29,1063904.54,17137839.65,8204.73,8580.78,46505666.51,40711870.87,400684.47,130571473.35,220026216.11,368411849.17,1003479.31,8598177.69,,,,,,5432034.06,84518219.77,382766347.21,11283701.89,315929.31,4033956.69,
1715299200000,2024-05-10,Total Asset Value (Dollar),30366602.13,17882869.90,4477858.65,50.26,1058098.39,17146067.71,8219.84,8583.12,46505666.51,40713726.30,400684.47,130588359.50,220026216.11,367068357.98,1003403.56,8598177.69,,,,,,5477536.06,84518219.77,382766347.21,11283701.89,315929.31,4035056.76,264100.69
1715385600000,2024-05-11,Total Asset Value (Dollar),30366602.13,17881791.17,4477858.65,50.25,1058098.39,17146067.71,8219.84,8583.12,46505666.51,40713726.30,400684.47,130605273.82,220026216.11,367068357.98,1003403.56,8598177.69,,,,,,5477536.06,84518219.77,382766347.21,11283701.89,315929.31,4035056.76,
1715472000000,2024-05-12,Total Asset Value (Dollar),30366602.13,17886301.17,4477858.65,50.24,1058098.39,17146067.71,8219.84,8583.12,46505666.51,40713726.30,400684.47,130642021.63,220026216.11,367068357.98,1003403.56,8598177.69,,,,,,5477536.06,84518219.77,382766347.21,11283701.89,315929.31,4035056.76,
1715558400000,2024-05-13,Total Asset Value (Dollar),30366602.13,17885943.02,4477858.65,50.28,1058098.39,17142408.55,8219.84,8583.12,46505666.51,40715607.01,400684.47,130650382.29,220026216.11,359619713.21,1003403.56,8501002.19,,,,,,5480107.06,84518219.77,379366347.21,11283701.89,315929.31,4035056.76,263309.32
1715644800000,2024-05-14,Total Asset Value (Dollar),30366602.13,17883149.18,4477858.65,50.25,1056157.92,17145858.61,8219.84,8583.12,46505666.51,40716233.13,400684.47,175044712.00,220127277.44,357670841.85,1003403.56,8501002.19,,,,,,5480210.06,101215809.72,379366347.21,11283701.89,315929.31,4035056.76,263309.32
1715731200000,2024-05-15,Total Asset Value (Dollar),30366602.13,17674893.92,4477858.65,50.25,1063858.75,17197663.92,9136.80,8610.42,49202966.51,40716859.27,398333.14,175695533.51,220127275.44,357722013.90,1003881.89,8501002.19,,,,,,5492413.31,102411328.05,379366347.21,11283701.89,315929.31,4047890.91,
1715817600000,2024-05-16,Total Asset Value (Dollar),30366602.13,18678166.61,4477858.65,50.27,1058098.39,17211056.97,9204.48,8617.44,49202966.51,40717486.37,398333.14,174225495.56,220127275.44,357746916.21,1003942.38,8501002.19,,,,,,5492729.39,105357076.45,425316347.21,11283701.89,316028.34,4051191.12,263405.24
1715904000000,2024-05-17,Total Asset Value (Dollar),30366602.13,18700764.45,4477858.65,50.33,1058098.39,17209175.12,9204.48,8617.44,42406339.50,40719600.70,398333.14,174242638.25,231846747.37,355899847.05,1003942.38,8501002.19,,,,,,5492831.39,90518633.53,425316347.21,11283701.89,316028.34,4051191.12,264364.47
1715990400000,2024-05-18,Total Asset Value (Dollar),30366602.13,18669687.41,4477858.65,50.26,1058098.39,17209175.12,9204.48,8617.44,37010991.39,40719600.70,398333.14,174265274.11,231813770.82,355899847.05,1003942.38,8501002.19,,,,,,5492831.39,90518633.53,425316347.21,11283701.89,316028.34,4051191.12,
1716076800000,2024-05-19,Total Asset Value (Dollar),30366602.13,18683096.66,4477858.65,50.27,1058098.39,17209175.12,9204.48,8617.44,37010991.39,40719600.70,398333.14,174312823.18,231813770.82,355899847.05,1003942.38,8501002.19,,,,,,5492831.39,90518633.53,425316347.21,11283701.89,316028.34,4051191.12,
1716163200000,2024-05-20,Total Asset Value (Dollar),30461298.92,18686774.99,4477858.65,50.29,1058098.39,17207711.46,9204.48,8617.44,43106978.95,40720855.48,399508.81,174578957.64,249592111.89,355765370.76,1003917.38,8549589.94,,,,,,5492831.39,108455764.14,427016347.21,11283701.89,316028.34,4051191.12,262757.76
1716249600000,2024-05-21,Total Asset Value (Dollar),30555984.94,18778699.16,4477858.65,50.22,1061933.54,17165775.78,9153.72,8594.82,43106978.94,40721482.64,399508.81,179299016.15,231759010.43,352323012.96,1003893.19,8549589.94,,,,,,5537932.46,113365043.41,442282474.88,11283701.89,316028.34,4040557.11,263740.97
1716336000000,2024-05-22,Total Asset Value (Dollar),30555984.94,18801670.31,4477858.65,50.26,1058052.60,17165775.78,9153.72,8594.82,43106978.94,45508458.43,399508.81,179885690.03,231855509.43,352376264.70,1003743.19,8549589.94,,,,,,5537917.58,111643996.60,448504972.88,11283701.89,316028.34,4040557.11,263621.07
1716422400000,2024-05-23,Total Asset Value (Dollar),30555984.94,18805533.43,4477858.65,50.27,1063874.01,17171296.00,9153.72,8596.38,43106978.94,52402080.96,399508.81,179969479.19,231855509.43,351198727.56,1003743.19,8590373.58,,,,,,5517906.83,109134453.14,451080648.88,11283701.89,316028.34,4041290.49,
1716508800000,2024-05-24,Total Asset Value (Dollar),30556391.37,18793065.69,4477858.65,50.25,1059993.07,17171923.28,9153.72,8596.38,43106978.94,57759246.44,399508.81,204940686.95,231858582.72,349468799.04,1003640.34,10530578.31,,,,,,5517949.83,109134453.14,453512032.88,11283701.89,316028.34,4041290.49,264652.24
1716595200000,2024-05-25,Total Asset Value (Dollar),30556391.37,18797973.01,4477858.65,50.27,1059993.07,17171923.28,9153.72,8596.38,39695718.50,60150686.82,399508.81,204995289.49,231858582.72,349468799.04,1003640.34,10530578.31,,,,,,5517949.83,109134453.14,453512032.88,11283701.89,316028.34,4041290.49,
1716681600000,2024-05-26,Total Asset Value (Dollar),30556391.37,18800845.70,4477858.65,50.26,1059993.07,17171923.28,9153.72,8596.38,39695718.50,60150686.82,399508.81,204995289.49,231858582.72,349468799.04,1003640.34,10530578.31,,,,,,5517949.83,109134453.14,453512032.88,11283701.89,316028.34,4041290.49,
1716768000000,2024-05-27,Total Asset Value (Dollar),30556391.37,18800384.10,4477858.65,50.24,1059993.07,17171923.28,9153.72,8596.38,39695718.50,60150686.82,399508.81,205055288.93,231858582.72,349468799.04,1003640.34,10530578.31,,,,,,5517949.83,109134453.14,453512032.88,11283701.89,316028.34,4041290.49,
1716854400000,2024-05-28,Total Asset Value (Dollar),30556391.37,18792937.97,4477858.65,50.21,1063874.01,17173491.49,9153.72,8596.38,39695718.50,62512425.23,399508.81,205055288.93,237653914.33,350430413.19,1003683.76,10530578.31,,,,,,5518774.83,109134453.14,473090665.25,11283701.89,316137.21,4041290.49,264652.24
1716940800000,2024-05-29,Total Asset Value (Dollar),30556391.37,18796212.88,4477858.65,50.22,1060038.86,17235741.74,9204.48,8632.26,39695718.50,62512367.51,399508.81,204756741.30,222293174.08,350480992.41,1003683.76,10530578.31,,,,,,5518780.40,109134453.14,473090665.25,11283701.89,186469.33,4058158.23,263932.82
1717027200000,2024-05-30,Total Asset Value (Dollar),30734558.51,19064563.72,4477858.65,50.25,1058067.87,17176816.22,9170.64,8597.94,39695718.50,63475060.14,399508.81,206949967.41,222293174.08,348606380.45,1003683.76,10530578.31,,,,,,5515903.81,109134453.14,454090665.25,11283701.89,186479.23,4042023.87,264004.76
1717113600000,2024-05-31,Total Asset Value (Dollar),31112669.31,19065468.22,4477858.65,50.23,1061933.54,17243227.57,9153.72,8635.38,39695718.50,63573932.35,399508.81,205488935.60,222285674.08,348341941.80,1003683.70,10530578.31,,,,,,5568901.23,109134453.14,456255765.25,11283701.89,125768.23,4059624.99,
1717200000000,2024-06-01,Total Asset Value (Dollar),31112669.31,19065515.94,4477858.65,50.24,1061933.54,17243227.57,9153.72,8635.38,39695718.50,63573932.35,399508.81,205543576.77,222285674.08,348341941.80,1003683.70,10530578.31,,,,,,5568901.23,109134453.14,456255765.25,11283701.89,125768.23,4059624.99,
1717286400000,2024-06-02,Total Asset Value (Dollar),31112669.31,19056535.70,4477858.65,50.24,1061933.54,17243227.57,9153.72,8635.38,39695718.50,63573932.35,399508.81,205543576.77,222285674.08,348341941.80,1003683.70,10530578.31,,,,,,5568901.23,109134453.14,456255765.25,11283701.89,125768.23,4059624.99,
1717372800000,2024-06-03,Total Asset Value (Dollar),31112669.31,19067279.49,4477858.65,50.27,1059993.07,17244795.78,9153.72,8635.38,39695718.50,63576821.54,399508.81,210877840.72,223974108.80,346189035.44,1003683.70,10530578.31,,,,,,5574325.68,111794564.58,462542901.22,11283701.89,125768.23,4059624.99,263261.36
1717459200000,2024-06-04,Total Asset Value (Dollar),31112669.31,19862625.29,4477858.65,50.28,1063874.01,17245423.06,9153.72,8635.38,39695299.46,63577790.07,399508.81,210932464.46,256817488.27,346243412.00,1003640.28,10530578.31,,,,,,5579326.62,126482337.77,462870228.56,11283701.89,125768.23,4059624.99,264148.65
1717545600000,2024-06-05,Total Asset Value (Dollar),31599240.54,17857550.11,4477858.65,50.31,1065860.28,17229437.12,9204.48,8626.80,39692147.15,70760585.79,399508.81,210960327.86,256817488.27,346276297.16,1003640.28,10530578.31,,,,,,5579845.60,130888023.06,462870228.56,11283701.89,125768.23,4055591.40,
1717632000000,2024-06-06,Total Asset Value (Dollar),31599240.54,17850595.48,4477858.65,50.25,1065860.28,17229437.12,9204.48,8626.80,39483897.45,77498173.73,399508.81,210988221.48,256822281.57,346327045.95,1003690.49,10530578.31,,,,,,5579859.04,130888023.06,462870228.56,11283701.89,125768.23,4055591.40,
1717718400000,2024-06-07,Total Asset Value (Dollar),31599240.54,17851533.97,4477858.65,50.25,1058113.66,17230482.59,9221.40,8626.80,41348162.45,84768095.20,399508.81,211416099.97,284615540.24,344368452.21,1003690.49,10530578.31,,,,,,5614973.64,130888023.06,463270228.56,11283701.89,132179.03,4055591.40,
1717804800000,2024-06-08,Total Asset Value (Dollar),31599240.54,17852010.66,4477858.65,50.27,1058052.60,17245015.27,9153.72,8634.60,41348162.45,84768095.20,399508.81,211471992.95,284615540.24,344368452.21,1003690.49,10530578.31,,,,,,5614973.64,130888023.06,463270228.56,11283701.89,112632.58,4059258.30,
1717891200000,2024-06-09,Total Asset Value (Dollar),31599240.54,17853108.76,4477858.65,50.28,1058052.60,17245015.27,9153.72,8634.60,41348162.45,85723109.38,399508.81,211471992.95,284615540.24,344368452.21,1003690.49,10530578.31,,,,,,5614973.64,130888023.06,463270228.56,11283701.89,112632.58,4059258.30,
1717977600000,2024-06-10,Total Asset Value (Dollar),31599240.54,17478951.15,4477858.65,50.26,1063874.01,17244492.53,9153.72,8634.60,41348162.45,88132098.09,399508.81,211471992.95,284615236.08,344437750.96,1003690.49,10530578.31,,,,,,5616878.45,130888023.06,462270228.56,11283701.89,112632.58,4059258.30,
1718064000000,2024-06-11,Total Asset Value (Dollar),31694594.66,17473110.95,4477858.65,50.26,1063919.81,17237226.19,9204.48,8630.70,41348162.45,88668161.45,399508.81,211132855.65,284615236.08,344460365.17,1003791.07,10530578.31,,,,,,5616869.71,130888023.06,462270228.56,11283701.89,112632.58,4057424.85,
1718150400000,2024-06-12,Total Asset Value (Dollar),31694594.66,17473716.12,4477858.65,50.25,1069741.22,17239421.68,9204.48,8630.70,40348162.45,89452408.29,399508.81,210711847.05,296107761.67,344425062.40,1003791.07,10530578.31,,,,,,5616823.36,130889196.70,462270228.56,11283701.89,112632.58,4057424.85,264412.44
1718236800000,2024-06-13,Total Asset Value (Dollar),31694594.66,17459356.75,4477858.65,50.23,1168396.08,17269103.93,9255.24,8647.08,40348162.45,97205703.06,399508.81,210541094.05,296112039.46,344228500.11,1003791.07,10530578.31,,,,,,5616827.36,130889196.70,467270228.56,11283701.89,112632.58,4065125.34,
1718323200000,2024-06-14,Total Asset Value (Dollar),32043651.92,17473320.31,4477858.65,50.24,1172077.94,17258209.62,9238.32,8640.84,44267648.15,97374981.59,399508.81,210818496.12,296112521.69,344395107.02,1003791.07,18273243.32,,,,,,5619177.01,130889196.70,462722165.23,10990532.59,112632.58,4062191.82,
1718409600000,2024-06-15,Total Asset Value (Dollar),32043651.92,17475141.01,4477858.65,50.24,1172476.11,17268382.50,9272.16,8646.30,44267648.15,97184071.60,399508.81,210873455.79,296112521.69,344395107.02,1003791.07,18273243.32,,,,,,5619177.01,130889196.70,462722165.23,10990532.59,112632.58,4064758.65,
1718496000000,2024-06-16,Total Asset Value (Dollar),32043651.92,17471525.65,4477858.65,50.24,1172476.11,17268382.50,9272.16,8646.30,44267648.15,97184071.60,399508.81,210873455.79,296112521.69,344395107.02,1003791.07,18273243.32,,,,,,5619177.01,130889196.70,462722165.23,10990532.59,112632.58,4064758.65,
1718582400000,2024-06-17,Total Asset Value (Dollar),32892710.13,17480036.49,4477858.65,50.25,1168595.16,17267859.76,9272.16,8646.30,44267648.15,101753698.99,399508.81,210633830.55,279094233.94,344338307.68,1003791.07,18273243.32,,,,,,5622384.26,125889196.70,462722165.23,10990532.59,112632.58,4064758.65,264604.28
1718668800000,2024-06-18,Total Asset Value (Dollar),32892710.13,17479921.91,4477858.65,50.26,1164316.05,17259025.21,9238.32,8642.40,44267648.15,100485618.85,399508.81,210688772.96,279094233.94,344435898.96,1003816.12,18273243.32,,,,,,5624805.13,125889196.70,462722165.23,10990532.59,112632.58,4062925.20,264628.26
1718755200000,2024-06-19,Total Asset Value (Dollar),32892710.13,17483396.66,4477858.65,50.26,1164316.05,17259025.21,9238.32,8642.40,44267648.15,100485618.85,399508.81,210743685.24,279094233.94,344435898.96,1003816.12,18273243.32,,,,,,5624805.13,125889196.70,462722165.23,10990532.59,112632.58,4062925.20,
1718841600000,2024-06-20,Total Asset Value (Dollar),35721667.86,17467081.19,4477858.65,50.25,1168197.00,17259443.40,9238.32,8642.40,44467648.15,102205546.31,399508.81,210843672.21,279095190.56,341390257.83,1003816.12,18273243.32,,,,,,5624700.88,125889196.70,481422165.23,10990532.59,112632.58,4062925.20,264796.13
1718928000000,2024-06-21,Total Asset Value (Dollar),43733569.14,17479211.55,4477858.65,50.26,1168197.00,17245548.40,9238.32,8633.82,44467648.15,105189913.01,399508.81,211421134.42,279095190.56,340489150.61,1003816.12,18273243.32,1585380.03,932526.13,845475.01,967630.71,962316.61,5624700.88,125889196.70,481422165.23,10990532.59,112632.58,4058891.61,264844.09
1719014400000,2024-06-22,Total Asset Value (Dollar),43945623.98,17475895.13,4477858.65,50.26,1168197.00,17274613.76,9238.32,8649.42,44467648.15,105189913.01,399508.81,211478830.35,279095190.56,340489150.61,1003816.12,18273243.32,1585380.03,932526.13,845475.01,967630.71,962316.61,5624700.88,125889196.70,481422165.23,10990532.59,112632.58,4066225.41,
1719100800000,2024-06-23,Total Asset Value (Dollar),44583614.85,18454677.55,4477858.65,50.20,1168197.00,17274613.76,9238.32,8649.42,44467648.15,105189913.01,399508.81,211478830.35,279095190.56,340489150.61,1003816.12,18273243.32,1585380.03,932526.13,845475.01,967630.71,962316.61,5624700.88,125889196.70,481422165.23,10990532.59,112632.58,4066225.41,
1719187200000,2024-06-24,Total Asset Value (Dollar),44860979.30,18476025.24,5477858.65,50.21,1166256.53,17274613.76,9238.32,8649.42,44467648.15,105194651.20,399508.81,211423952.23,279095190.56,342030592.20,1003815.10,18273243.32,1585004.21,932526.13,845449.31,967630.71,962364.96,5630118.54,125889196.70,481422165.23,10990532.59,112632.58,4066225.41,
1719273600000,2024-06-25,Total Asset Value (Dollar),44955215.32,18500094.71,5477858.65,50.28,1168197.00,17274718.31,9238.32,8649.42,44467648.15,105391940.47,399508.81,210214602.95,279095668.54,352164871.49,1003815.10,18273243.32,1581797.88,932526.13,845449.31,967630.71,962364.96,5633122.97,118567196.70,479455787.55,10990532.59,112632.58,4066225.41,
1719360000000,2024-06-26,Total Asset Value (Dollar),45489370.27,18498895.48,5477858.65,50.26,1168197.00,17276171.57,9238.32,8650.20,44467648.15,105393536.31,399508.81,210923626.67,279096179.73,402088429.48,1003913.73,18273243.32,1581748.10,932526.13,845449.31,967630.71,962364.96,5673369.51,118567196.70,481811326.32,10740532.59,112632.58,4066592.10,
1719446400000,2024-06-27,Total Asset Value (Dollar),45489370.27,18277392.32,5477858.65,50.18,1168197.00,17277007.95,9238.32,8650.20,43967648.15,107586936.88,399508.81,210821670.82,279096728.36,402088729.52,1003913.73,18273243.32,1581748.10,932526.13,845449.31,967630.71,962364.96,5673031.58,118567196.70,481811326.32,10740532.59,112632.58,4066592.10,264916.03
1719532800000,2024-06-28,Total Asset Value (Dollar),46745193.89,18288266.21,5477858.65,50.19,1172077.94,17288843.19,9238.32,8656.44,43967638.15,108638011.82,405022.03,210733152.93,279096728.36,401968528.61,1003913.73,18273243.32,1581748.10,932526.13,845449.31,967980.98,962364.96,5674544.82,118567196.70,483311326.32,10140502.59,112632.58,4069525.62,265323.71
1719619200000,2024-06-29,Total Asset Value (Dollar),46745193.89,18288292.37,5477858.65,50.20,1172077.94,17288843.19,9238.32,8656.44,43967638.15,108638011.82,405022.03,210807436.41,279096728.36,401968528.61,1003913.73,18273243.32,1581748.10,932526.13,845449.31,967980.98,962364.96,5674544.82,118567196.70,483311326.32,10140502.59,112632.58,4069525.62,
1719705600000,2024-06-30,Total Asset Value (Dollar),46745193.89,18277846.89,5477858.65,50.19,1172476.11,17291749.73,9272.16,8658.00,43967638.15,108638011.82,405022.03,212117436.41,279096728.36,401968528.61,1003913.73,18273243.32,1581748.10,932526.13,845449.31,967980.98,962364.96,5674544.82,118567196.70,483311326.32,10140502.59,112632.58,4070259.00,
1719792000000,2024-07-01,Total Asset Value (Dollar),46745193.89,18293106.31,5477858.65,50.24,,,,,43967638.15,110217520.86,405022.03,212117436.41,281494128.11,400984262.56,1003966.39,18273243.32,1581798.63,932526.13,845449.31,968006.08,962364.96,5699287.82,104567096.70,486460738.98,10140502.59,112632.58,,
1719878400000,2024-07-02,Total Asset Value (Dollar),51474169.82,18292301.81,5777868.65,50.19,,,,,43967638.15,114395571.25,405022.03,212173617.80,281494128.11,401114933.64,1003966.39,18273243.32,1581798.63,932526.13,845449.31,968006.08,962364.96,5699240.82,100006184.88,486460738.98,10140502.59,112632.58,,
