Timestamp,Date,Measure,TBILL,MPLcashUSDC,MPLcashUSDC-SPL,MPLcashUSDT,bIBTA,bIB01,TBONDS13,TBONDS01,STBT,USYC,RCOIN,OUSG,USDY,FOBXX,WTSYX,tfBill,FLTTX,WTSTX,WTLGX,WTTSX,TIPSX,WTGXX,USTB,BUIDL,TBV,XTBT,mTBILL,bZPR1
1672531200000,2023-01-01,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103568479.05,1000000.00,,,,,,,,,,,,,
1672617600000,2023-01-02,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103568479.05,1000000.00,,,,,,,,,,,,,
1672704000000,2023-01-03,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103602733.03,1000000.00,,,,,,,,,,,,,
1672790400000,2023-01-04,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103539217.27,1000000.00,,,,,,,,,,,,,
1672876800000,2023-01-05,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103430538.77,1000000.00,,,,,,,,,,,,,
1672963200000,2023-01-06,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103465477.81,1000000.00,,,,,,,,,,,,,
1673049600000,2023-01-07,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103465477.81,1000000.00,,,,,,,,,,,,,
1673136000000,2023-01-08,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103465477.81,1000000.00,,,,,,,,,,,,,
1673222400000,2023-01-09,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103461958.26,1000000.00,,,,,,,,,,,,,
1673308800000,2023-01-10,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103473630.60,1000000.00,,,,,,,,,,,,,
1673395200000,2023-01-11,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103485307.60,1000000.00,,,,,,,,,,,,,
1673481600000,2023-01-12,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103696112.19,1000000.00,,,,,,,,,,,,,
1673568000000,2023-01-13,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103743367.85,1000000.00,,,,,,,,,,,,,
1673654400000,2023-01-14,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103743367.85,1000000.00,,,,,,,,,,,,,
1673740800000,2023-01-15,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103743367.85,1000000.00,,,,,,,,,,,,,
1673827200000,2023-01-16,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103743367.85,1000000.00,,,,,,,,,,,,,
1673913600000,2023-01-17,Total Asset Value (Dollar),,,,,,,,,,,368620.00,,,103755615.73,1000000.00,,,,,,,,,,,,,
1674000000000,2023-01-18,Total Asset Value (Dollar),,,,,,,,,1.00,,368620.00,,,103767455.60,1000000.00,,,,,,,,,,,,,
1674086400000,2023-01-19,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103579217.97,1000000.00,,,,,,,,,,,,,
1674172800000,2023-01-20,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103616553.82,1000000.00,,,,,,,,,,,,,
1674259200000,2023-01-21,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103616553.82,1000000.00,,,,,,,,,,,,,
1674345600000,2023-01-22,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103616553.82,1000000.00,,,,,,,,,,,,,
1674432000000,2023-01-23,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103638558.01,1000000.00,,,,,,,,,,,,,
1674518400000,2023-01-24,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103638777.41,1000000.00,,,,,,,,,,,,,
1674604800000,2023-01-25,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,,,103660910.55,1000000.00,,,,,,,,,,,,,
1674691200000,2023-01-26,Total Asset Value (Dollar),,,,,,,,,1.00,,367620.00,148.84,,104672746.03,1000000.00,,,,,,,,,,,,,
1674777600000,2023-01-27,Total Asset Value (Dollar),,,,,,,,,2000001.11,,367620.00,347.32,,104709014.78,1000000.00,,,,,,,,,,,,,
1674864000000,2023-01-28,Total Asset Value (Dollar),,,,,,,,,2000001.11,,367620.00,347.32,,104709014.78,1000000.00,,,,,,,,,,,,,
1674950400000,2023-01-29,Total Asset Value (Dollar),,,,,,,,,2000001.11,,367620.00,347.32,,104709014.78,1000000.00,,,,,,,,,,,,,
1675036800000,2023-01-30,Total Asset Value (Dollar),,,,,,,,,2000001.11,,367620.00,546.00,,104720980.08,1000000.00,,,,,,,,,,,,,
1675123200000,2023-01-31,Total Asset Value (Dollar),,,,,,,,,2000001.11,,367620.00,552180.19,,104732184.80,1000000.00,,,,,,,,,,,,,
1675209600000,2023-02-01,Total Asset Value (Dollar),,,,,,,,,1800517.11,,367620.00,550477.78,,104754287.45,1000000.00,,,,,,,,,,,,,
1675296000000,2023-02-02,Total Asset Value (Dollar),,,,,,,,,1800517.11,,367620.00,550678.07,,125268695.98,1000000.00,,,,,,,,,,,,,
1675382400000,2023-02-03,Total Asset Value (Dollar),,,,,,,,,1800517.11,,367620.00,17608890.12,,125378845.34,1000000.00,,,,,,,,,,,,,
1675468800000,2023-02-04,Total Asset Value (Dollar),,,,,,,,,1600517.00,,367620.00,17608890.12,,125378845.34,1000000.00,,,,,,,,,,,,,
1675555200000,2023-02-05,Total Asset Value (Dollar),,,,,,,,,1600517.00,,367620.00,17608890.12,,125378845.34,1000000.00,,,,,,,,,,,,,
1675641600000,2023-02-06,Total Asset Value (Dollar),,,,,,,,,1600517.00,,367620.00,17608890.12,,125391571.69,1000000.00,,,,,,,,,,,,,
1675728000000,2023-02-07,Total Asset Value (Dollar),,,,,,,,,1750517.00,,367620.00,27261366.69,,125406728.65,1000000.00,,,,,,,,,,,,,
1675814400000,2023-02-08,Total Asset Value (Dollar),,,,,,,,,1900517.00,,367620.00,28641057.00,,125443176.83,1000000.00,,,,,,,,,,,,,
1675900800000,2023-02-09,Total Asset Value (Dollar),,,,,,,,,1688517.00,,367620.00,28651472.88,,125457990.42,1000000.00,,,,,,,,,,,,,
1675987200000,2023-02-10,Total Asset Value (Dollar),,,,,,,,,1688517.00,,367620.00,34437886.83,,125505756.21,1000000.00,,,,,,,,,,,,,
1676073600000,2023-02-11,Total Asset Value (Dollar),,,,,,,,,1899517.00,,367620.00,34437886.83,,125505756.21,1000000.00,,,,,,,,,,,,,
1676160000000,2023-02-12,Total Asset Value (Dollar),,,,,,,,,1899517.00,,367620.00,34437886.83,,125505756.21,1000000.00,,,,,,,,,,,,,
1676246400000,2023-02-13,Total Asset Value (Dollar),,,,,,,,,1899517.00,,367620.00,40249528.42,,125530600.62,1000000.00,,,,,,,,,,,,,
1676332800000,2023-02-14,Total Asset Value (Dollar),,,,,,,,,1899517.00,,367620.00,40249528.42,,125660324.82,1000000.00,,,,,,,,,,,,,
1676419200000,2023-02-15,Total Asset Value (Dollar),,,,,,,,,1890517.00,,367620.00,41110907.29,,125675313.18,1000000.00,,,,,,,,,,,,,
1676505600000,2023-02-16,Total Asset Value (Dollar),,,,,,,,,2390517.00,,367620.00,41129582.18,,125702294.12,1000000.00,,,,,,,,,,,,,
1676592000000,2023-02-17,Total Asset Value (Dollar),,,,,,,,,2390517.00,,367620.00,41306270.12,,125762047.21,1000000.00,,,,,,,,,,,,,
1676678400000,2023-02-18,Total Asset Value (Dollar),,,,,,,,,3890517.00,,367620.00,41306270.12,,125762047.21,1000000.00,,,,,,,,,,,,,
1676764800000,2023-02-19,Total Asset Value (Dollar),,,,,,,,,3890517.00,,367620.00,41306270.12,,125762047.21,1000000.00,,,,,,,,,,,,,
1676851200000,2023-02-20,Total Asset Value (Dollar),,,,,,,,,3890517.00,,367620.00,41306270.12,,125762047.21,1000000.00,,,,,,,,,,,,,
1676937600000,2023-02-21,Total Asset Value (Dollar),,,,,,,,,3890517.00,,367620.00,41306270.12,,175777067.51,1000000.00,,,,,,,,,,,,,
1677024000000,2023-02-22,Total Asset Value (Dollar),,,,,,,,,3890517.00,,367620.00,41714509.22,,175797904.89,1000000.00,,,,,,,,,,,,,
1677110400000,2023-02-23,Total Asset Value (Dollar),,,,,,,,,13874728.09,,367620.00,40636418.64,,175819129.26,1000000.00,,,,,,,,,,,,,
1677196800000,2023-02-24,Total Asset Value (Dollar),,,,,,,,,13874728.09,,367620.00,41741367.38,,175883034.18,1000155.58,,,,,,,,,,,,,
1677283200000,2023-02-25,Total Asset Value (Dollar),,,,,,,,,13874728.09,,367620.00,41741367.38,,175883034.18,1000155.58,,,,,,,,,,,,,
1677369600000,2023-02-26,Total Asset Value (Dollar),,,,,,,,,13874728.09,,367620.00,41741367.38,,175883034.18,1000155.58,,,,,,,,,,,,,
1677456000000,2023-02-27,Total Asset Value (Dollar),,,,,,,,,13874728.09,,367620.00,41859040.41,,225900479.41,1000155.58,,,,,,,,,,,,,
1677542400000,2023-02-28,Total Asset Value (Dollar),,,,,,,,,13974728.09,,367620.00,43658350.90,,225921690.03,1000083.30,,,,,,,,,,,,,
1677628800000,2023-03-01,Total Asset Value (Dollar),,,,,,,,,14524728.09,,367620.00,44649536.38,,225949142.95,1000083.30,,,,,,,,,,,,,
1677715200000,2023-03-02,Total Asset Value (Dollar),,,,,,,,,14524728.09,,367620.00,45182256.01,,225976362.14,1000083.30,,,,,,,,,,,,,
1677801600000,2023-03-03,Total Asset Value (Dollar),,,,,,,,,14524728.09,,367620.00,50565099.81,,226060686.68,1000083.30,,,,,,,,,,,,,
1677888000000,2023-03-04,Total Asset Value (Dollar),,,,,,,,,14524728.09,,367620.00,50565099.81,,226060686.68,1000083.30,,,,,,,,,,,,,
1677974400000,2023-03-05,Total Asset Value (Dollar),,,,,,,,,14524728.09,,367620.00,50565099.81,,226060686.68,1000083.30,,,,,,,,,,,,,
1678060800000,2023-03-06,Total Asset Value (Dollar),,,,,517000.00,520750.00,,,14524728.09,,367620.00,53533640.51,,226088083.31,1000083.30,,,,,,,,,,,,,
1678147200000,2023-03-07,Total Asset Value (Dollar),,,,,516000.00,519100.00,,,14644728.09,,367620.00,53523909.78,,225090785.42,1000083.30,,,,,,,,,,,,,
1678233600000,2023-03-08,Total Asset Value (Dollar),,,,,514000.00,519300.00,,,15144735.82,,367620.00,53528775.15,,225117867.30,1000000.01,,,,,,,,,,,,,
1678320000000,2023-03-09,Total Asset Value (Dollar),,,,,515000.00,520750.00,,,15144735.82,,367620.00,53557967.35,,225151106.56,1000000.01,,,,,,,,,,,,,
1678406400000,2023-03-10,Total Asset Value (Dollar),,,,,519000.00,519750.00,,,15695735.82,,367620.00,52923332.22,,225242356.23,1000000.01,,,,,,,,,,,,,
1678492800000,2023-03-11,Total Asset Value (Dollar),,,,,519000.00,519750.00,,,20695735.82,,367620.00,52923332.22,,225242356.23,1000000.01,,,,,,,,,,,,,
1678579200000,2023-03-12,Total Asset Value (Dollar),,,,,519000.00,519750.00,,,20695735.82,,367620.00,52923332.22,,225242356.23,1000000.01,,,,,,,,,,,,,
1678665600000,2023-03-13,Total Asset Value (Dollar),,,,,526000.00,520550.00,,,20695735.82,,367620.00,53425397.20,,225268033.56,1000000.01,,,,,,,,,,,,,
1678752000000,2023-03-14,Total Asset Value (Dollar),,,,,524000.00,521850.00,,,20695735.82,,367620.00,52274571.25,,265612572.80,1000000.01,,,,,,,,,,,,,
1678838400000,2023-03-15,Total Asset Value (Dollar),,,,,525000.00,521050.00,,,20695735.82,,367620.00,54390395.23,,265640362.20,1000000.01,,,,,,,,,,,,,
1678924800000,2023-03-16,Total Asset Value (Dollar),,,,,525000.00,520850.00,,,20595547.59,,367620.00,56581047.13,,265672588.28,1000000.01,,,,,,,,,,,,,
1679011200000,2023-03-17,Total Asset Value (Dollar),,,,,527000.00,521250.00,,,27395522.67,,367620.00,58601267.83,,265787057.84,1000054.28,,,,,,,,,,,,,
1679097600000,2023-03-18,Total Asset Value (Dollar),,,,,527000.00,521250.00,,,45907648.59,,367620.00,58601267.83,,265787057.84,1000054.28,,,,,,,,,,,,,
1679184000000,2023-03-19,Total Asset Value (Dollar),,,,,527000.00,521250.00,,,45907648.59,,367620.00,58601267.83,,265787057.84,1000054.28,,,,,,,,,,,,,
1679270400000,2023-03-20,Total Asset Value (Dollar),,,,,527000.00,521250.00,,,45907648.59,,367620.00,58261445.85,,275346206.21,1000054.28,,,,,,,,,,,,,
1679356800000,2023-03-21,Total Asset Value (Dollar),,,,,523000.00,520600.00,,,45907648.59,,367620.00,58355357.59,,272430934.42,1000054.28,,,,,,,,,,,,,
1679443200000,2023-03-22,Total Asset Value (Dollar),,,,,523000.00,521150.00,,,46207648.59,,367620.00,59474709.64,,272474123.08,1000251.71,,,,,,,,,,,,,
1679529600000,2023-03-23,Total Asset Value (Dollar),,,,,532000.00,522850.00,,,46207648.59,,367620.00,59512430.31,,272717823.78,1000251.71,,,,,,,,,,,,,
1679616000000,2023-03-24,Total Asset Value (Dollar),,,,,527000.00,520750.00,,,46307652.90,,367620.00,59518916.90,,272818875.83,1000251.71,,,,,,,,,,,,,
1679702400000,2023-03-25,Total Asset Value (Dollar),,,,,527000.00,520750.00,,,46408152.90,,367620.00,59518916.90,,272818875.83,1000251.71,,,,,,,,,,,,,
1679788800000,2023-03-26,Total Asset Value (Dollar),,,,,527000.00,520750.00,,,46408152.90,,367620.00,59518916.90,,272818875.83,1000251.71,,,,,,,,,,,,,
1679875200000,2023-03-27,Total Asset Value (Dollar),,,,,527000.00,521800.00,,,46408152.90,,367620.00,68872864.83,,272824595.52,1000251.71,,,,,,,,,,,,,
1679961600000,2023-03-28,Total Asset Value (Dollar),,,,,528000.00,521400.00,,,46408152.90,,367620.00,69538011.94,,272855014.19,1000251.71,,,,,,,,,,,,,
1680048000000,2023-03-29,Total Asset Value (Dollar),,,,,527000.00,521450.00,,,46408152.89,,367620.00,74868116.79,,272888440.16,1000251.71,,,,,,,,,,,,,
1680134400000,2023-03-30,Total Asset Value (Dollar),,,,,525000.00,521850.00,,,46508675.53,,367620.00,74881671.26,,272921541.89,1000241.71,,,,,,,,,,,,,
1680220800000,2023-03-31,Total Asset Value (Dollar),,,,,524000.00,523150.00,,,46508675.53,,367620.00,74674283.41,,272954556.71,1000241.71,,,,,,,,,,,,,
1680307200000,2023-04-01,Total Asset Value (Dollar),,,,,524000.00,523150.00,,,55559032.23,,367620.00,74674283.41,,272954556.71,1000241.71,,,,,,,,,,,,,
1680393600000,2023-04-02,Total Asset Value (Dollar),,,,,524000.00,523150.00,,,55559042.23,,367620.00,74674283.41,,272954556.71,1000241.71,,,,,,,,,,,,,
1680480000000,2023-04-03,Total Asset Value (Dollar),,,,,525000.00,520050.00,,,55559042.23,,367620.00,74403969.26,,273058480.79,1000241.71,,,,,,,,,,,,,
1680566400000,2023-04-04,Total Asset Value (Dollar),,,,,526000.00,520050.00,,,55559042.23,,367620.00,74262219.94,,273112329.67,1000241.71,,,,,,,,,,,,,
1680652800000,2023-04-05,Total Asset Value (Dollar),,,,,530000.00,521850.00,,,55982575.87,,367620.00,74302675.11,,274926741.25,1000241.71,,,,,,,,,,,,,
1680739200000,2023-04-06,Total Asset Value (Dollar),,,,,531000.00,522300.00,,,56658764.54,,367620.00,77173073.48,,275080310.11,1000241.71,,,,,,,,,,,,,
1680825600000,2023-04-07,Total Asset Value (Dollar),,,,,531000.00,522300.00,,,65058764.54,,367620.00,77173073.48,,275080310.11,1000241.71,,,,,,,,,,,,,
1680912000000,2023-04-08,Total Asset Value (Dollar),,,,,531000.00,522300.00,,,65058764.54,,367620.00,77173073.48,,275080310.11,1000241.71,,,,,,,,,,,,,
1680998400000,2023-04-09,Total Asset Value (Dollar),,,,,531000.00,522300.00,,,65058764.54,,367620.00,77173073.48,,275080310.11,1000241.71,,,,,,,,,,,,,
1681084800000,2023-04-10,Total Asset Value (Dollar),,,,,527000.00,524250.00,,,65058764.54,,367620.00,77056688.53,,275115856.35,1000241.71,,,,,,,,,,,,,
1681171200000,2023-04-11,Total Asset Value (Dollar),,,,,525000.00,523650.00,,,65058764.54,,367620.00,77600956.32,,275150053.80,1000241.71,,,,,,,,,,,,,
1681257600000,2023-04-12,Total Asset Value (Dollar),,,,,527000.00,523850.00,,,65058764.54,,367620.00,78092924.92,,275184375.15,1000241.71,,,,,,,,,,,,,
1681344000000,2023-04-13,Total Asset Value (Dollar),,,,,526000.00,523950.00,,,65058764.54,,367620.00,78135436.03,,274938935.65,1000241.71,,,,,,,,,,,,,
1681430400000,2023-04-14,Total Asset Value (Dollar),,,,,526000.00,520650.00,,,64816320.59,,367620.00,111053728.14,,275042360.03,1000241.71,,,,,,,,,,,,,
1681516800000,2023-04-15,Total Asset Value (Dollar),,,,,526000.00,520650.00,,,65556729.34,,367620.00,111053728.14,,275042360.03,1000241.71,,,,,,,,,,,,,
1681603200000,2023-04-16,Total Asset Value (Dollar),,,,,526000.00,520650.00,,,65556729.34,,367620.00,111053728.14,,275042360.03,1000241.71,,,,,,,,,,,,,
1681689600000,2023-04-17,Total Asset Value (Dollar),,,,,524000.00,523850.00,,,65556729.34,,367620.00,111260698.02,,274581027.21,1000241.71,,,,,,,,,,,,,
1681776000000,2023-04-18,Total Asset Value (Dollar),,,,,526000.00,520600.00,,,65556729.34,,367620.00,111499737.85,,277615029.65,1000241.71,,,,,,,,,,,,,
1681862400000,2023-04-19,Total Asset Value (Dollar),,,,,524000.00,523950.00,,,65556729.34,,367620.00,111679853.21,,277599588.93,1000241.71,,,,,,,,,,,,,
1681948800000,2023-04-20,Total Asset Value (Dollar),,,,,525000.00,524250.00,,,65556729.34,,367620.00,112450528.77,,277734151.44,1000241.71,,,,,,,,,,,,,
1682035200000,2023-04-21,Total Asset Value (Dollar),,,,,526000.00,523050.00,,,66056729.34,,367620.00,112241853.47,,277837900.44,1000241.71,,,,,,,,,,,,,
1682121600000,2023-04-22,Total Asset Value (Dollar),,,,,526000.00,523050.00,,,66056729.34,,367620.00,112241853.47,,277837900.44,1000241.71,,,,,,,,,,,,,
1682208000000,2023-04-23,Total Asset Value (Dollar),,,,,526000.00,523050.00,,,66056729.34,,367620.00,112241853.47,,277837900.44,1000241.71,,,,,,,,,,,,,
1682294400000,2023-04-24,Total Asset Value (Dollar),,,,,525000.00,522600.00,,,66056729.34,,367620.00,114440467.87,,277837900.44,1000241.71,,,,,,,,,,,,,
1682380800000,2023-04-25,Total Asset Value (Dollar),,,,,1056000.00,1042400.00,,,68056729.34,,367620.00,115128234.76,,277939939.59,1000241.71,,,,,,,,,,,,,
1682467200000,2023-04-26,Total Asset Value (Dollar),,,,,1040000.00,1045900.00,,,68313527.75,,367620.00,115138662.10,,275935539.43,1000271.56,,,,,,,,,,,,,
1682553600000,2023-04-27,Total Asset Value (Dollar),,,,,1052000.00,1042900.00,,,68313527.75,,367620.00,115159516.78,,275970844.19,1000271.56,,,,,,,,,,,,,
1682640000000,2023-04-28,Total Asset Value (Dollar),,,,,1058000.00,1043100.00,,,68313527.75,,367620.00,115169944.11,,276076157.84,1000271.56,,,,,,,,,,,,,
1682726400000,2023-04-29,Total Asset Value (Dollar),,,,,1058000.00,1043100.00,,,68313527.75,,367620.00,115169944.11,,276076157.84,1000271.56,,,,,,,,,,,,,
1682812800000,2023-04-30,Total Asset Value (Dollar),,,,,1058000.00,1043100.00,,,68313527.75,,367620.00,115169944.11,,276076157.84,1000271.56,,,,,,,,,,,,,
1682899200000,2023-05-01,Total Asset Value (Dollar),,,,,1050000.00,1042800.00,,,68313527.75,,367620.00,114907829.58,,281478037.04,1000296.52,,,,,,,,,,,,,
1682985600000,2023-05-02,Total Asset Value (Dollar),,,,,1060000.00,1042900.00,,,68514536.63,,367620.00,120176412.66,,283846127.64,1000271.56,,,,,,,,,,,,,
1683072000000,2023-05-03,Total Asset Value (Dollar),,,,,1052000.00,1049800.00,,,68514536.63,,367620.00,121714820.55,,286156188.96,1000271.56,,,,,,,,,,,,,
1683158400000,2023-05-04,Total Asset Value (Dollar),,499942.18,,,1060000.00,3147000.00,,,68626938.58,,367620.00,121781156.18,,288160356.39,1000271.56,,,,,,,,,,,,,
1683244800000,2023-05-05,Total Asset Value (Dollar),,500016.45,,,1058000.00,3129900.00,,,68626938.58,,367620.00,126996718.19,,291537347.25,1000271.56,,,,,,,,,,,,,
1683331200000,2023-05-06,Total Asset Value (Dollar),,499623.21,,,1058000.00,3129900.00,,,68626938.58,,367620.00,126996718.19,,291537347.25,1000271.56,,,,,,,,,,,,,
1683417600000,2023-05-07,Total Asset Value (Dollar),,501247.23,,,1058000.00,3129900.00,,,68626938.58,,367620.00,126996718.19,,291537347.25,1000271.56,,,,,,,,,,,,,
1683504000000,2023-05-08,Total Asset Value (Dollar),,500368.77,,,1058000.00,3130200.00,,,68626938.58,,367620.00,127117270.20,,291574736.72,1000271.56,,,,,,,,,,,,,
1683590400000,2023-05-09,Total Asset Value (Dollar),,499254.17,,,1060000.00,3130800.00,8008.30,8140.08,71319492.21,,367620.00,129024453.16,,291104768.71,1000271.56,,,,,,,,,,,,,
1683676800000,2023-05-10,Total Asset Value (Dollar),,499421.18,,,1056000.00,3132300.00,7978.08,8143.98,71459436.90,,367620.00,129071307.25,,291673423.03,1000271.56,,,,,,,,,,,,,
1683763200000,2023-05-11,Total Asset Value (Dollar),,500371.58,,,1056000.00,3134100.00,7978.08,8148.66,71459436.90,,367620.00,129118161.35,,291841207.63,1000271.56,,,,,,,,,,,,,
1683849600000,2023-05-12,Total Asset Value (Dollar),,500416.34,,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,367620.00,129118161.35,,290155532.04,1000358.86,,,,,,,,,,,,,
1683936000000,2023-05-13,Total Asset Value (Dollar),,499112.58,,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,367620.00,129118161.35,,290155532.04,1000358.86,,,,,,,,,,,,,
1684022400000,2023-05-14,Total Asset Value (Dollar),,499729.51,,,1054000.00,5223500.00,7962.97,8148.66,71559436.90,,367620.00,129118161.35,,290155532.04,1000358.86,,,,,,,,,,,,,
1684108800000,2023-05-15,Total Asset Value (Dollar),,500358.05,,,1054000.00,5255500.00,7962.97,8198.58,71559436.90,,367620.00,129129874.87,,290343721.41,1000356.86,,,,,,,,,,,,,
1684195200000,2023-05-16,Total Asset Value (Dollar),,499930.32,,,1052000.00,5223000.00,7947.86,8147.88,71559436.90,,367620.00,129129874.87,,290309044.94,1000382.72,,,,,,,,,,,,,
1684281600000,2023-05-17,Total Asset Value (Dollar),,499731.48,,,1578000.00,5781600.00,7947.86,8199.36,71559436.90,,367620.00,142015007.94,,288098081.86,1000407.63,,,,,,,,,,,,,
1684368000000,2023-05-18,Total Asset Value (Dollar),,499020.84,,,1575000.00,5747500.00,7932.75,8151.00,71630631.02,,367620.00,143995791.07,,288385427.85,1000407.63,,,,,,,,,,,,,
1684454400000,2023-05-19,Total Asset Value (Dollar),,499797.28,,,1578000.00,5762350.00,7947.86,8172.06,71630631.02,,367620.00,151296599.09,,290467231.96,1000493.86,,,,,,,,,,,,,
1684540800000,2023-05-20,Total Asset Value (Dollar),,499784.68,,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,367620.00,151296599.09,,290467231.96,1000493.86,,,,,,,,,,,,,
1684627200000,2023-05-21,Total Asset Value (Dollar),,499870.33,,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,367620.00,151296599.09,,290467231.96,1000493.86,,,,,,,,,,,,,
1684713600000,2023-05-22,Total Asset Value (Dollar),,500038.21,,,1578000.00,5762350.00,7947.86,8172.06,71731540.03,,367620.00,122447185.96,,290511415.69,1000585.05,,,,,,,,,,,,,
1684800000000,2023-05-23,Total Asset Value (Dollar),,2266970.92,,,1578000.00,5747500.00,7947.86,8151.00,71731439.08,,367620.00,113201067.37,,290553918.65,1000610.00,,,,,,,,,,,,,
1684886400000,2023-05-24,Total Asset Value (Dollar),,2267853.59,,,1572000.00,5763450.00,7917.64,8173.62,71731439.08,,367620.00,113201067.37,,290612597.11,1000634.97,,,,,,,,,,,,,
1684972800000,2023-05-25,Total Asset Value (Dollar),,4268058.04,,,2104000.00,6284400.00,7947.86,8169.72,71731439.08,,367620.00,113252377.80,,289887504.93,1000610.02,,,,,,,,,,,,,
1685059200000,2023-05-26,Total Asset Value (Dollar),,4266369.46,,,2060000.00,6297000.00,7781.65,8186.10,71837707.82,,367620.00,113818177.00,,290049367.33,1000611.13,,,,,,,,,,,,,
1685145600000,2023-05-27,Total Asset Value (Dollar),,4260131.76,,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,367620.00,113818177.00,,290049367.33,1000611.13,,,,,,,,,,,,,
1685232000000,2023-05-28,Total Asset Value (Dollar),,4267273.53,,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,367620.00,113818177.00,,290049367.33,1000611.13,,,,,,,,,,,,,
1685318400000,2023-05-29,Total Asset Value (Dollar),,4282523.27,,,2060000.00,6297000.00,7781.65,8186.10,71831913.42,,367620.00,113818177.00,,290049367.33,1000611.13,,,,,,,,,,,,,
1685404800000,2023-05-30,Total Asset Value (Dollar),,4276676.88,,,2410400.00,8889300.00,7917.64,8157.24,71831913.42,,367620.00,113197221.49,,290102831.18,1000636.12,,,,,,,,,,,,,
1685491200000,2023-05-31,Total Asset Value (Dollar),,4280153.50,,,2424200.00,8890150.00,7962.97,8158.02,71831913.42,,367620.00,109905430.09,,289161968.35,1000662.08,,,,,,,,,,,,,
1685577600000,2023-06-01,Total Asset Value (Dollar),,7878654.65,,,2410400.00,8915650.00,7917.64,8181.42,71831913.42,,367620.00,109605941.24,,295784317.94,1000662.08,,,,,,,,,,,,,
1685664000000,2023-06-02,Total Asset Value (Dollar),,7875284.66,,,2410400.00,8923300.00,7917.64,8188.44,71327345.39,,367620.00,109615905.42,,296020798.22,1000662.08,,,,,,,,,,,,,
1685750400000,2023-06-03,Total Asset Value (Dollar),,7878495.00,,,2410400.00,8923300.00,7917.64,8188.44,71327345.39,,367620.00,109615905.42,,296020798.22,1000662.08,,,,,,,,,,,,,
1685836800000,2023-06-04,Total Asset Value (Dollar),,7891018.02,,,2934400.00,10204056.00,7917.64,8188.44,71327345.39,,367620.00,109615905.42,,296020798.22,1000662.08,,,,,,,,,,,,,
1685923200000,2023-06-05,Total Asset Value (Dollar),,10924807.49,,,2928800.00,10206000.00,7902.53,8190.00,71327345.39,,367620.00,115457822.25,,295750199.67,1000662.08,,,,,,,,,,,,,
1686009600000,2023-06-06,Total Asset Value (Dollar),,10923560.42,,,2940000.00,10175868.00,7932.75,8165.82,71327345.39,,367620.00,115810613.74,,309697946.90,1000768.64,,,,,,,,,,,,,
1686096000000,2023-06-07,Total Asset Value (Dollar),,12076603.56,,,2934400.00,10242936.00,7917.64,8219.64,71327345.39,,367620.00,119848725.42,,309739278.74,1000768.64,,,,,,,,,,,,,
1686182400000,2023-06-08,Total Asset Value (Dollar),,12070605.53,,,2951200.00,10226412.00,7962.97,8206.38,72348174.57,,367620.00,113352245.52,,309811988.41,1000768.64,,,,,,,,,,,,,
1686268800000,2023-06-09,Total Asset Value (Dollar),,12078243.64,,,2940000.00,10213776.00,7932.75,8196.24,72099331.42,,367620.00,113851227.01,,304732075.00,1000736.64,,,,,,,,,,,,,
1686355200000,2023-06-10,Total Asset Value (Dollar),,12076563.96,,,2940000.00,10213776.00,7932.75,8196.24,72099331.42,,367620.00,113851227.01,,304732075.00,1000736.64,,,,,,,,,,,,,
1686441600000,2023-06-11,Total Asset Value (Dollar),,12081456.85,,,2940000.00,10676128.00,7932.75,8196.24,72099331.42,,367620.00,113851227.01,,304732075.00,1000736.64,,,,,,,,,,,,,
