Timestamp,Date,Measure,Maple,TrueFi,Backed Finance,Securitize,Ondo,Arca Labs,Open Eden,Superstate,Swarm,Matrixdock,Wisdomtree Prime,Franklin Templeton Benji Investments,Hashnote,OpenTrade (Perimeter Protocol),Midas
1688947200000,2023-07-10,Total Asset Value (Dollar),20846555.15,,15724512.00,,144282411.87,376783.72,,,16087.27,88101417.87,1000407.68,298458933.93,3628481.70,,
1689033600000,2023-07-11,Total Asset Value (Dollar),21897938.81,,15726944.00,,144856020.59,376783.72,,,16088.83,88101417.87,1000407.68,300342718.86,3628531.44,,
1689120000000,2023-07-12,Total Asset Value (Dollar),21908863.85,,15779008.00,,151289056.25,376783.72,,,16156.78,88501417.87,1000407.68,297803003.52,3628581.17,,
1689206400000,2023-07-13,Total Asset Value (Dollar),21878957.79,,15759040.00,,170847841.04,376783.72,,,16097.90,88501417.87,1000407.68,294262022.17,3628630.60,,
1689292800000,2023-07-14,Total Asset Value (Dollar),21903136.27,,15757856.00,,167975724.55,376783.72,,,16154.73,88501394.08,1000405.68,294536628.46,3629329.59,,
1689379200000,2023-07-15,Total Asset Value (Dollar),21902933.48,,15757856.00,,167975724.55,376783.72,,,16154.73,88501394.08,1000405.68,294536628.46,3629329.59,,
1689465600000,2023-07-16,Total Asset Value (Dollar),21695798.62,,15757856.00,,167975724.55,376783.72,,,16154.73,93501394.08,1000405.68,294536628.46,3629329.59,,
1689552000000,2023-07-17,Total Asset Value (Dollar),21674888.58,,15755904.00,,167990965.98,376783.72,,,16141.96,93501394.08,1000783.90,294581112.36,4400964.96,,
1689638400000,2023-07-18,Total Asset Value (Dollar),21974757.08,,15797504.00,,168799967.55,376783.72,,,16191.68,93501394.08,1000809.11,294565462.56,4600221.73,,
1689724800000,2023-07-19,Total Asset Value (Dollar),21957656.93,,15796512.00,,161893706.97,376783.72,,,16156.49,94602394.08,1000809.11,293974863.49,4600284.40,,
1689811200000,2023-07-20,Total Asset Value (Dollar),21945092.66,,15778272.00,,161967128.16,376783.72,,,16144.79,97602394.08,1000809.11,294024501.63,4600972.31,,
1689897600000,2023-07-21,Total Asset Value (Dollar),21959774.25,,15809408.00,,162252229.11,376783.72,,,16176.28,97602394.08,1000809.11,294143199.35,4601035.27,,
1689984000000,2023-07-22,Total Asset Value (Dollar),21961981.56,,15809408.00,,162252229.11,376783.72,,,16176.28,97602394.08,1000809.11,294143199.35,4601035.27,,
1690070400000,2023-07-23,Total Asset Value (Dollar),21958673.20,,15809408.00,,162252229.11,376783.72,,,16176.28,97602894.08,1000809.11,294143199.35,4601035.27,,
1690156800000,2023-07-24,Total Asset Value (Dollar),21971936.97,,15801632.00,,162483373.75,376783.72,,,16182.81,97602894.08,1000809.11,294473864.11,4601224.14,,
1690243200000,2023-07-25,Total Asset Value (Dollar),22002892.01,,15795072.00,,164661490.55,376783.72,,,16190.12,97979317.24,1000809.11,294513744.87,4601286.82,,
1690329600000,2023-07-26,Total Asset Value (Dollar),21980463.75,,15798464.00,,164691339.46,376783.72,,,16169.26,97979317.24,1000809.11,294453632.55,4496303.60,,
1690416000000,2023-07-27,Total Asset Value (Dollar),21469967.62,,18726064.00,,173461219.31,376783.72,,,16180.96,97979317.24,1051420.51,294696171.94,4497021.20,,
1690502400000,2023-07-28,Total Asset Value (Dollar),21479411.03,,18704700.00,,175672208.07,376783.72,,,16181.25,106153363.05,1051420.51,297323918.78,4603028.81,,
1690588800000,2023-07-29,Total Asset Value (Dollar),21219846.10,,18704700.00,,175672208.07,376783.72,,,16181.25,106153363.05,1051420.51,297323918.78,4603028.81,,
1690675200000,2023-07-30,Total Asset Value (Dollar),21232551.15,,18704700.00,,175672208.07,376783.72,,,16181.25,106153363.05,1051420.51,297323918.78,4603028.81,,
1690761600000,2023-07-31,Total Asset Value (Dollar),21230371.13,,18713940.00,,175704026.98,376783.72,,,16162.73,106153363.05,1051420.51,297415227.65,4603222.29,,
1690848000000,2023-08-01,Total Asset Value (Dollar),21729695.93,,18729956.00,,175060038.31,376783.72,,,16171.31,121423905.66,1051420.51,297462164.26,5179963.73,,
1690934400000,2023-08-02,Total Asset Value (Dollar),22019852.94,,18697924.00,,174937860.71,376783.72,,,16154.15,121523906.66,1051420.51,298421823.98,5180031.13,,
1691020800000,2023-08-03,Total Asset Value (Dollar),22020278.45,,18737236.00,,175432300.47,376783.72,,,16175.21,121523906.66,1051470.99,297407000.66,5180285.95,,
1691107200000,2023-08-04,Total Asset Value (Dollar),22037538.17,,18759048.00,,175981143.85,376783.72,,,16222.10,121631523.22,1051470.99,297532127.39,5181728.88,,
1691193600000,2023-08-05,Total Asset Value (Dollar),22025076.02,,18759048.00,,175981143.85,376783.72,,,16222.10,121631523.22,1051470.99,297532127.39,5181728.88,,
1691280000000,2023-08-06,Total Asset Value (Dollar),22144057.45,,18759048.00,,175981143.85,376783.72,,,16222.10,121631523.22,1051470.99,297532127.39,5181728.88,,
1691366400000,2023-08-07,Total Asset Value (Dollar),22356228.03,,24037620.00,,175278338.34,376783.72,,,16211.96,121631523.22,1051470.99,297519757.92,4685197.47,,
1691452800000,2023-08-08,Total Asset Value (Dollar),22358810.69,,23991768.00,,170993894.23,376783.72,,,16168.48,121631523.22,1051470.99,297560226.54,4685264.12,,
1691539200000,2023-08-09,Total Asset Value (Dollar),22256864.76,,24058272.00,,171009425.01,376783.72,,,16195.00,121831523.22,1051470.99,294729782.48,4784669.92,,
1691625600000,2023-08-10,Total Asset Value (Dollar),23253272.51,,24058272.00,,177442804.94,376783.72,,,16195.00,121831523.22,1051470.99,294624290.14,4784737.98,,
1691712000000,2023-08-11,Total Asset Value (Dollar),22262133.60,,24070008.00,,176558909.80,376783.72,,,16199.68,121831523.22,1071665.88,294888861.85,4786012.55,,
1691798400000,2023-08-12,Total Asset Value (Dollar),22253883.20,,24070008.00,,176558909.80,376783.72,,,16199.68,121831523.22,1071665.88,294888861.85,4786012.55,,
1691884800000,2023-08-13,Total Asset Value (Dollar),22256072.33,,24070008.00,,176558909.80,376783.72,,,16199.68,121831523.22,1071665.88,294888861.85,4786012.55,,
1691971200000,2023-08-14,Total Asset Value (Dollar),22249378.29,,24065664.00,,175380119.94,376783.72,,,16185.35,121831523.22,1071691.12,294952715.56,4786216.73,,
1692057600000,2023-08-15,Total Asset Value (Dollar),22255698.45,,24026316.00,,174837463.99,376783.72,,,16220.05,121981523.22,1071716.34,294944058.01,4786284.93,,
1692144000000,2023-08-16,Total Asset Value (Dollar),22277107.74,,24079356.00,,174853326.58,376783.72,,,16190.81,121981523.31,1071716.34,294785301.66,4786353.13,,
1692230400000,2023-08-17,Total Asset Value (Dollar),21400475.92,,24016764.00,,173639606.53,376783.72,,,16165.85,121981523.31,1071741.56,293928905.27,5580323.26,,
1692316800000,2023-08-18,Total Asset Value (Dollar),21490669.29,,24050880.00,,166374942.65,376783.72,,,16204.65,122012318.00,1071842.42,294051233.50,5580666.83,,
1692403200000,2023-08-19,Total Asset Value (Dollar),21508871.81,,24050880.00,,166374942.65,376783.72,,,16204.65,122012318.00,1071842.42,294051233.50,5580666.83,,
1692489600000,2023-08-20,Total Asset Value (Dollar),21857765.29,,24050880.00,,166374942.65,376783.72,,,16204.65,122012318.00,1071842.42,294051233.50,5580666.83,,
1692576000000,2023-08-21,Total Asset Value (Dollar),21864261.73,,45351136.00,,166390027.87,376783.72,,,16194.71,122012318.00,1072346.07,294086658.25,5580905.24,,
1692662400000,2023-08-22,Total Asset Value (Dollar),23027802.96,,45284616.00,,164232943.10,376783.72,,,16209.33,79119132.94,1072346.07,293781897.15,5580984.56,,
1692748800000,2023-08-23,Total Asset Value (Dollar),23039396.52,,45270404.00,,166380484.29,376783.72,,,16192.66,72418850.47,1072346.07,293573099.17,5581060.87,,
1692835200000,2023-08-24,Total Asset Value (Dollar),27005326.47,,45256924.00,,166455878.75,376783.72,,,16203.87,69604577.48,1072336.07,293614322.99,5450709.19,,
1692921600000,2023-08-25,Total Asset Value (Dollar),27047265.69,,45244324.00,,167394932.97,376783.72,,,16173.65,69604577.48,1072336.07,293714755.88,5451197.93,,
1693008000000,2023-08-26,Total Asset Value (Dollar),27038074.23,,45244324.00,,167394932.97,376783.72,,,16173.65,69604577.48,1072336.07,293714755.88,5451197.93,,
1693094400000,2023-08-27,Total Asset Value (Dollar),27033403.69,,51394644.00,,167394932.97,376783.72,,,16173.65,69604577.48,1072336.07,293714755.88,5451197.93,,
1693180800000,2023-08-28,Total Asset Value (Dollar),27042633.14,,51546096.00,,168599457.72,376783.72,,,16213.72,69604577.48,1072336.07,293757027.05,5451431.70,,
1693267200000,2023-08-29,Total Asset Value (Dollar),27131023.91,,51590448.00,,169804697.05,376783.72,,,16249.40,70204577.48,1072336.07,293755319.55,5946865.71,,
1693353600000,2023-08-30,Total Asset Value (Dollar),27131000.61,,51434460.00,,169712114.47,376783.72,,,16208.55,70204577.48,1072537.40,293517406.67,5946950.89,,
1693440000000,2023-08-31,Total Asset Value (Dollar),27217181.78,,51529716.00,,169804315.91,376783.72,,,16224.93,75088362.82,1072537.40,293063646.57,5947036.07,,
1693526400000,2023-09-01,Total Asset Value (Dollar),27291006.60,,51467976.00,,170838935.92,376783.72,,,16228.34,79588362.82,1072537.40,293431385.16,5957641.57,,
1693612800000,2023-09-02,Total Asset Value (Dollar),27249812.35,,51467976.00,,170838935.92,376783.72,,,16228.34,79688564.45,1072537.40,293431385.16,5957641.57,,
1693699200000,2023-09-03,Total Asset Value (Dollar),27246669.69,,51467976.00,,170838935.92,376783.72,,,16228.34,79688564.45,1072537.40,293431385.16,5957641.57,,
1693785600000,2023-09-04,Total Asset Value (Dollar),27807891.23,,51467976.00,,170838935.92,376783.72,,,16228.34,79688564.45,1072537.40,293431385.16,5957641.57,,
1693872000000,2023-09-05,Total Asset Value (Dollar),27805319.04,,51470748.00,,170838935.92,376783.72,,,16214.79,79688564.45,1072537.57,283467114.18,5957982.31,,
1693958400000,2023-09-06,Total Asset Value (Dollar),27933371.52,,51459912.00,,177106917.94,376783.72,,,16198.90,79488685.97,1072537.57,283470255.07,5958067.50,,
1694044800000,2023-09-07,Total Asset Value (Dollar),27958650.51,,51502500.00,,176574367.27,376783.72,,,16220.25,79488687.96,1072537.57,283512764.04,5892898.25,,
1694131200000,2023-09-08,Total Asset Value (Dollar),28052955.31,,51582384.00,,174589896.66,376783.72,,,16219.96,79488687.96,1072537.57,283512764.04,5893526.95,,
1694217600000,2023-09-09,Total Asset Value (Dollar),28042202.65,,51582384.00,,174589896.66,376783.72,,,16219.96,79488687.96,1072537.57,283485039.67,5893526.95,,
1694304000000,2023-09-10,Total Asset Value (Dollar),28041078.76,,51582384.00,,174534816.66,376783.72,,,16219.96,79488687.96,1072537.57,283485039.67,5893526.95,,
1694390400000,2023-09-11,Total Asset Value (Dollar),28054676.31,,51505272.00,,176620811.41,376783.72,,,16206.70,79488687.96,1072537.56,283525259.16,5893779.72,,
1694476800000,2023-09-12,Total Asset Value (Dollar),27068910.62,,51531480.00,,176368621.53,376783.72,,,16239.26,79488687.96,1072537.56,277455496.33,5893863.98,,
1694563200000,2023-09-13,Total Asset Value (Dollar),26858744.03,,51599520.00,,176400633.26,376783.72,,,16250.96,79388682.96,1072537.56,277673131.93,5893948.24,,
1694649600000,2023-09-14,Total Asset Value (Dollar),30565178.83,,51552396.00,,176480662.58,376783.72,,,16228.83,83888682.96,1072537.56,278253228.71,5894032.51,,
1694736000000,2023-09-15,Total Asset Value (Dollar),30539232.76,,51555168.00,,176496668.44,376783.72,,,16215.28,83888682.96,1072537.56,278356128.21,5894672.16,,
1694822400000,2023-09-16,Total Asset Value (Dollar),30551009.96,,51555168.00,,176496668.44,376783.72,,,16215.28,83888682.96,1072537.56,278356128.21,5894672.16,,
1694908800000,2023-09-17,Total Asset Value (Dollar),30569027.76,,51555168.00,,176496668.44,376783.72,,,16215.28,83888682.96,1072537.56,278356128.21,5894672.16,,
1694995200000,2023-09-18,Total Asset Value (Dollar),30649718.09,,51561468.00,,209291454.87,376783.72,,,16230.39,83888682.96,1072537.56,278476744.95,5894924.96,,
1695081600000,2023-09-19,Total Asset Value (Dollar),30654022.60,,51576840.00,,209291454.87,376783.72,,,16247.06,83888682.96,1072537.56,277834620.65,5895010.97,,
1695168000000,2023-09-20,Total Asset Value (Dollar),30646662.10,8500000.00,51744672.00,,210037269.51,376783.72,,,16275.92,83888683.16,1072537.56,274819501.65,5895095.47,,
1695254400000,2023-09-21,Total Asset Value (Dollar),30653450.98,8500000.00,51591456.00,,210118838.31,376783.72,,,16221.52,83888683.16,1072537.56,274858326.50,5895179.80,,
1695340800000,2023-09-22,Total Asset Value (Dollar),30663045.21,8500000.00,51693012.00,,209930705.83,376783.72,,,16253.01,84090455.86,1072537.56,274480199.06,5576458.50,,
1695427200000,2023-09-23,Total Asset Value (Dollar),30658578.73,8500000.00,51693012.00,,209930705.83,376783.72,,,16253.01,77189622.53,1072537.56,274480199.06,5576458.50,,
1695513600000,2023-09-24,Total Asset Value (Dollar),30657330.35,8500000.00,51693012.00,,209930705.83,376783.72,,,16253.01,77189622.53,1072537.56,274480199.06,5576458.50,,
1695600000000,2023-09-25,Total Asset Value (Dollar),31738075.42,8500000.00,51776424.00,,30182598.09,376783.72,,,16281.38,84189622.53,1072537.56,307629038.01,5576696.67,,
1695686400000,2023-09-26,Total Asset Value (Dollar),31727580.46,8500000.00,51639336.00,,188859763.48,376783.72,,,16285.86,84299625.53,1072537.56,307663468.13,5576776.37,,
1695772800000,2023-09-27,Total Asset Value (Dollar),31753041.60,8500000.00,51614136.00,,200778582.07,376783.72,,,16225.42,84299624.63,1072537.56,307663492.15,5576856.53,,
1695859200000,2023-09-28,Total Asset Value (Dollar),31736637.53,8500000.00,51649416.00,,200778582.07,376783.72,,,16259.54,85299624.63,1072537.56,307930831.34,5576936.54,,
1695945600000,2023-09-29,Total Asset Value (Dollar),31758634.08,8500000.00,51737364.00,,202262340.70,381409.58,,,16288.69,80299624.63,1072537.56,308017674.91,7486898.11,,
1696032000000,2023-09-30,Total Asset Value (Dollar),31761368.19,8500000.00,51737364.00,,202339339.74,381409.58,,,16288.69,80299624.63,1072537.56,308017674.91,7486898.11,,
1696118400000,2023-10-01,Total Asset Value (Dollar),31780546.61,8500000.00,51737364.00,,202339339.74,381409.58,,,16288.69,80299624.63,1072537.56,308017674.91,7486898.11,,
1696204800000,2023-10-02,Total Asset Value (Dollar),31779306.98,8500000.00,51661260.00,,202189467.06,381409.58,,,16247.55,80299624.63,1072693.77,308108237.89,7524103.41,,
1696291200000,2023-10-03,Total Asset Value (Dollar),31757105.52,8500000.00,51654960.00,,202287033.70,381409.58,,,16232.44,80299624.73,1072693.77,310159964.39,7524210.95,,
1696377600000,2023-10-04,Total Asset Value (Dollar),35012723.53,8500000.00,51742908.00,,203809551.37,381409.58,,,16261.59,80299624.73,1072693.77,310190287.53,7524319.61,,
1696464000000,2023-10-05,Total Asset Value (Dollar),37089712.38,8500000.00,51779196.00,,203923907.13,381409.58,,,16267.83,80649624.73,1072678.55,310190287.53,7524427.85,,
1696550400000,2023-10-06,Total Asset Value (Dollar),37621693.50,8500000.00,51867144.00,,203985855.38,381409.58,,,16296.98,80938299.65,1072678.55,308622201.00,10097570.45,,
1696636800000,2023-10-07,Total Asset Value (Dollar),37452303.16,8500000.00,51867144.00,,204079189.55,381409.58,,,16296.98,80938299.65,1072678.55,308622201.00,10097570.45,,
1696723200000,2023-10-08,Total Asset Value (Dollar),37668500.05,8500000.00,51867144.00,,204079189.55,381409.58,,,16296.98,80938299.65,1072678.55,308622201.00,10097570.45,,
1696809600000,2023-10-09,Total Asset Value (Dollar),37660174.58,8500000.00,51888816.00,,205382696.54,381409.58,,,16328.76,80938299.65,1072678.55,308666789.73,10098000.11,,
1696896000000,2023-10-10,Total Asset Value (Dollar),37663924.44,8500000.00,51734592.00,,206670673.91,381409.58,,,16302.24,80938299.65,1072678.55,308360013.45,10098000.11,,
1696982400000,2023-10-11,Total Asset Value (Dollar),37561794.60,8500000.00,51780960.00,,206783293.04,381409.58,,,16282.16,80918219.12,1072576.84,308414216.91,10640163.59,,
1697068800000,2023-10-12,Total Asset Value (Dollar),37847088.14,8500000.00,51750972.00,,204633748.22,381409.58,,,16291.03,80918229.12,1072576.84,312402258.97,10640316.98,,
1697155200000,2023-10-13,Total Asset Value (Dollar),37866553.61,8500000.00,51770880.00,,204748622.76,381409.58,,,16308.48,80816713.94,1072576.84,312538572.69,5940873.00,,
1697241600000,2023-10-14,Total Asset Value (Dollar),39868615.52,8500000.00,51770880.00,,204842758.35,381409.58,,,16308.48,80816713.94,1072576.84,312538572.69,5940873.00,,
1697328000000,2023-10-15,Total Asset Value (Dollar),39865773.43,8500000.00,51770880.00,,204765376.39,381409.58,,,16308.48,80816713.94,1072576.84,312538572.69,5940873.00,,
1697414400000,2023-10-16,Total Asset Value (Dollar),39903984.58,8500000.00,51764580.00,,201983720.76,381409.58,,,16293.37,80816713.94,1072576.84,312617889.68,5941126.00,,
1697500800000,2023-10-17,Total Asset Value (Dollar),39906836.47,8500000.00,51858072.00,,202278734.03,381409.58,,,16295.42,80816713.94,1072673.49,302263528.40,5941215.17,,
1697587200000,2023-10-18,Total Asset Value (Dollar),39918023.26,8500000.00,51845220.00,,200723797.55,381409.58,11388823.97,,16335.29,80816773.94,1072698.90,302420987.52,5941343.94,,
1697673600000,2023-10-19,Total Asset Value (Dollar),38969885.27,8500000.00,51724764.00,,200786691.95,381409.58,11388823.97,,16258.47,80816773.94,1072698.90,302565615.21,5941477.17,,
1697760000000,2023-10-20,Total Asset Value (Dollar),38900558.32,8500000.00,51888816.00,,200093041.96,381409.58,10888823.97,,16328.76,80816774.94,1072698.90,314695958.32,20794473.00,,
1697846400000,2023-10-21,Total Asset Value (Dollar),38963711.24,8500000.00,51888816.00,,200168916.75,381409.58,10888823.97,,16328.76,80759470.19,1072698.90,314695958.32,20794473.00,,
1697932800000,2023-10-22,Total Asset Value (Dollar),38954716.33,8500000.00,51888816.00,,200168916.75,381409.58,10890538.89,,16328.76,80759470.19,1072698.90,314695958.32,20794473.00,,
1698019200000,2023-10-23,Total Asset Value (Dollar),38947290.46,8500000.00,51939720.00,,198638182.22,381409.58,10890538.89,,16309.46,80759470.19,1072698.90,314744710.32,20303536.82,,
1698105600000,2023-10-24,Total Asset Value (Dollar),39000948.80,8500000.00,51821784.00,,190781594.34,381409.58,10890538.89,,16289.18,80859470.19,1072698.90,314744710.39,20303929.65,,
1698192000000,2023-10-25,Total Asset Value (Dollar),37642429.86,8500000.00,52218180.00,,190807801.97,381409.58,10890538.89,,16371.37,80859470.19,1072825.70,314067028.38,20304324.64,,
1698278400000,2023-10-26,Total Asset Value (Dollar),38698071.06,8500000.00,51850764.00,,192319189.16,381409.58,10890538.89,,16308.19,80859470.19,1072825.70,314122166.41,20304751.07,,
1698364800000,2023-10-27,Total Asset Value (Dollar),37729730.21,8500000.00,51876972.00,,190871638.50,381409.58,10790538.89,,16340.75,90417048.74,1072926.90,314257511.04,22945035.24,,
1698451200000,2023-10-28,Total Asset Value (Dollar),37734670.24,8500000.00,51876972.00,,190972948.34,381409.58,10790538.89,,16340.75,90417048.74,1072926.90,314257511.04,22946484.93,,
1698537600000,2023-10-29,Total Asset Value (Dollar),37783039.27,8500000.00,51876972.00,,190972948.34,381409.58,10790538.89,,16340.75,90417048.74,1072926.90,314257511.04,22946484.93,,
1698624000000,2023-10-30,Total Asset Value (Dollar),37834477.95,8500000.00,52038504.00,,196936683.89,381409.58,10790538.89,,16354.50,90417048.74,1072926.90,314354367.73,39849875.62,,
1698710400000,2023-10-31,Total Asset Value (Dollar),37350698.64,8500000.00,51888816.00,,196466011.39,381409.58,15664484.05,,16328.76,90417048.74,1072926.90,314397323.29,42328458.94,,
1698796800000,2023-11-01,Total Asset Value (Dollar),37348866.73,8500000.00,51995916.00,,203520836.60,381409.58,15664484.05,,16333.15,79417048.74,1072926.90,322711337.00,42329228.13,,
1698883200000,2023-11-02,Total Asset Value (Dollar),37330943.85,8500000.00,51972228.00,,203194688.73,381409.58,15459734.05,,16357.13,79417044.74,1093168.80,322717600.20,42329996.65,,
1698969600000,2023-11-03,Total Asset Value (Dollar),37063447.30,8500000.00,52122672.00,,203004825.30,381409.58,15557133.48,,16425.08,79417044.74,1093195.84,322718474.43,42333141.57,,
1699056000000,2023-11-04,Total Asset Value (Dollar),37066253.25,8500000.00,52122672.00,,203004825.30,381409.58,15557133.48,,16425.08,79417044.74,1093195.84,326220355.28,42333141.57,,
1699142400000,2023-11-05,Total Asset Value (Dollar),37051084.91,8500000.00,52122672.00,,203004825.30,381409.58,15557133.48,,16425.08,79417044.74,1093195.84,326220355.28,42333141.57,,
1699228800000,2023-11-06,Total Asset Value (Dollar),37091283.58,8500000.00,52103772.00,,203157053.38,381409.58,15644522.77,,16379.75,79417044.74,1093175.60,326926482.98,43317991.42,,
1699315200000,2023-11-07,Total Asset Value (Dollar),36990592.85,8500000.00,51954084.00,,203093356.09,381409.58,15445209.92,,16354.01,79517144.74,2093175.60,326965363.74,43318743.43,,
1699401600000,2023-11-08,Total Asset Value (Dollar),34977169.27,8500000.00,52125444.00,,203093356.09,381409.58,15445209.92,,16411.53,79516143.84,2093175.60,327017903.61,43319494.00,,
1699488000000,2023-11-09,Total Asset Value (Dollar),35089752.00,8500000.00,52044804.00,,202424396.34,381409.58,15932888.96,,16369.61,79516138.84,2093175.60,327064621.21,43320248.51,,
1699574400000,2023-11-10,Total Asset Value (Dollar),35066431.03,8500000.00,52102764.00,,202554162.39,381409.58,15932888.96,,16407.63,84191693.84,2093175.60,326704367.31,42951006.74,,
1699660800000,2023-11-11,Total Asset Value (Dollar),35029819.00,8500000.00,52102764.00,,202554162.39,381409.58,15932888.96,,16407.63,96865289.75,2093175.60,326704367.31,42951006.74,,
1699747200000,2023-11-12,Total Asset Value (Dollar),35016852.11,8500000.00,52102764.00,,202554162.39,381409.58,15932888.96,,16407.63,96865289.75,2093175.60,326704367.31,42951006.74,,
1699833600000,2023-11-13,Total Asset Value (Dollar),35123773.78,8500000.00,52058412.00,,201003176.44,381409.58,15932888.96,,16371.95,96865289.75,2094633.65,323751090.90,42953175.67,,
1699920000000,2023-11-14,Total Asset Value (Dollar),35009630.63,8500000.00,52110828.00,,200903356.41,381409.58,15835617.06,,16437.07,108715291.75,2094734.32,323751090.90,42953900.07,,
1700006400000,2023-11-15,Total Asset Value (Dollar),35048206.90,8500000.00,52013052.00,,200903356.41,381409.58,17391658.88,,16364.15,108715291.75,2094734.32,323849233.43,42954624.49,,
1700092800000,2023-11-16,Total Asset Value (Dollar),32368571.57,8500000.00,52032960.00,,200610017.41,381409.58,18850242.40,,16381.60,108715291.75,2094734.32,328895823.68,44860061.21,,
1700179200000,2023-11-17,Total Asset Value (Dollar),29336229.26,8500000.00,52068240.00,,200659860.26,381409.58,18957713.01,,16415.72,108715291.75,2094734.32,328784733.27,44861657.98,,
1700265600000,2023-11-18,Total Asset Value (Dollar),29348901.26,8500000.00,52068240.00,,200659860.26,381409.58,18957713.01,,16415.72,108715291.75,2094734.32,328784733.27,44861657.98,,
1700352000000,2023-11-19,Total Asset Value (Dollar),29329912.71,8500000.00,52068240.00,,200659860.26,381409.58,18957713.01,,16415.72,108715291.75,2094734.32,328784733.27,44861657.98,,
1700438400000,2023-11-20,Total Asset Value (Dollar),29339343.98,8500000.00,52143588.00,,200413007.25,381409.58,19054897.01,,16414.65,108715291.75,2093275.27,328821631.97,43736492.96,,
1700524800000,2023-11-21,Total Asset Value (Dollar),29354148.20,8500000.00,52257744.00,,200512675.60,381409.58,19152072.03,,16476.36,108715296.75,2093600.27,326830271.58,43737224.39,,
1700611200000,2023-11-22,Total Asset Value (Dollar),29462908.93,8500000.00,52145352.00,,200114046.97,381409.58,19152072.03,,16428.98,108815296.75,2093542.60,326936967.08,43737954.42,,
1700697600000,2023-11-23,Total Asset Value (Dollar),30112201.31,8500000.00,52145352.00,,200114046.97,381409.58,19054888.04,,16428.98,108815297.75,2093542.60,326936967.08,43739414.49,,
1700784000000,2023-11-24,Total Asset Value (Dollar),30118252.61,8500000.00,52261524.00,,198091915.00,381409.58,18987283.21,,16434.93,108414897.75,2093467.60,330594309.48,43868521.17,,
1700870400000,2023-11-25,Total Asset Value (Dollar),30124576.98,8500000.00,52261524.00,,198091915.00,381409.58,18987283.21,,16434.93,108544897.75,2093467.60,330594309.48,43868521.17,,
1700956800000,2023-11-26,Total Asset Value (Dollar),30109780.66,8500000.00,52261524.00,,198091915.00,381409.58,18987283.21,,16434.93,108544897.75,2093467.60,330594309.48,43868521.17,,
1701043200000,2023-11-27,Total Asset Value (Dollar),30081292.00,8500000.00,52289496.00,,200668783.31,381409.58,19084374.26,,16481.82,108544897.75,2093870.52,330652009.65,44752313.91,,
1701129600000,2023-11-28,Total Asset Value (Dollar),30064921.30,8500000.00,52125444.00,,198125690.40,381409.58,19084374.26,,16411.53,110544897.75,2093830.52,330721174.00,44488036.10,,
1701216000000,2023-11-29,Total Asset Value (Dollar),28315221.60,8500000.00,52257744.00,,198566124.40,381409.58,19957897.77,,16476.36,110544897.75,2093773.93,329384180.62,44488791.75,,
1701302400000,2023-11-30,Total Asset Value (Dollar),28581606.37,8500000.00,52272360.00,,198566124.40,381409.58,19957897.77,,16450.82,105644901.75,2093975.61,328097413.69,44489538.31,,
1701388800000,2023-12-01,Total Asset Value (Dollar),28577673.80,8500000.00,52353000.00,,198870161.69,381409.58,19947897.77,,16492.74,105644901.75,2097353.12,328097413.69,44493884.55,,
1701475200000,2023-12-02,Total Asset Value (Dollar),28784835.96,8500000.00,52353000.00,,198870161.69,381409.58,19947897.77,,16492.74,105644901.75,2097353.12,328279229.97,44493884.55,,
1701561600000,2023-12-03,Total Asset Value (Dollar),28767471.35,8500000.00,52353000.00,,196810184.74,381409.58,19947897.77,,16492.74,105644901.75,2097353.12,328279229.97,44493884.55,,
1701648000000,2023-12-04,Total Asset Value (Dollar),28797582.65,8500000.00,52260516.00,,197762083.76,381409.58,20047897.86,,16462.81,105514772.70,2097353.13,328279226.94,44594022.84,,
1701734400000,2023-12-05,Total Asset Value (Dollar),28694721.15,8500000.00,52222212.00,,186967080.91,381409.58,20047897.86,,16512.33,105514772.70,2097353.13,328423607.73,44544797.33,,
1701820800000,2023-12-06,Total Asset Value (Dollar),28684057.00,8500000.00,52203312.00,,187961139.84,381409.58,20144855.62,,16467.00,105514772.70,2097378.15,327207676.67,44545528.59,,
1701907200000,2023-12-07,Total Asset Value (Dollar),28584368.12,8500000.00,52938624.00,,187240977.99,381409.58,22007859.80,,16514.87,105514772.70,2097375.15,325004899.19,44546257.07,,
1701993600000,2023-12-08,Total Asset Value (Dollar),28201786.80,8500000.00,52395588.00,,187292932.86,381409.58,22007859.80,,16514.09,105514772.70,2097355.15,322023609.14,44550868.25,,
1702080000000,2023-12-09,Total Asset Value (Dollar),28206422.80,8500000.00,52395588.00,,185358865.49,381409.58,22007859.80,,16514.09,105514772.70,2097355.15,322023609.14,44550868.25,,
1702166400000,2023-12-10,Total Asset Value (Dollar),28197736.99,8500000.00,52395588.00,,185358865.49,381409.58,22007859.80,,16514.09,105514772.70,2097355.15,322023609.14,44550868.25,,
1702252800000,2023-12-11,Total Asset Value (Dollar),28206781.92,8500000.00,52937010.00,,186099718.01,381409.58,22007859.80,,16500.54,105514772.70,2097329.92,327069250.68,44553036.96,,
1702339200000,2023-12-12,Total Asset Value (Dollar),28392847.35,8500000.00,52314948.00,,182897919.21,381409.58,22104739.60,,16472.17,105951999.04,2097329.92,327156592.39,44547022.56,,
